loan_amnt,int_rate,Term,annual_inc,emp_length,home_own,Loan_purpose,total_pymnt,Prncp_Rec,Interest_Rec,Interest_Rec,Grade
10000,11,2,50000,5,1,2,429,251,178,1,2
10000,11,2,42000,3,1,3,429,251,178,1,2
10000,11,2,50000,6,1,3,429,251,178,1,2
14400,11,2,79000,1,2,5,545,367,178,1,2
10400,11,2,65800,2,3,3,443,265,178,1,2
30700,24,2,85000,6,3,3,28842,28664,178,1,5
13000,9,1,120000,5,1,3,815,636,179,1,1
13500,14,2,89000,4,1,2,334,155,179,1,3
10000,12,2,75000,1,1,3,426,247,179,1,2
10000,12,2,42000,2,1,3,426,247,179,1,2
10000,12,2,96000,5,1,3,426,247,179,1,2
11000,10,2,87000,6,1,3,462,283,179,1,2
13000,9,1,45000,3,3,2,815,636,179,1,1
13000,9,1,68000,7,3,3,815,636,179,1,1
11000,10,2,80000,3,3,2,462,283,179,1,2
15000,11,2,93000,5,3,2,369,190,179,1,2
10000,12,2,45000,1,3,3,426,247,179,1,2
5500,21,1,139500,2,1,5,404,224,180,1,4
14000,8,2,93000,1,1,3,561,380,180,1,1
12000,15,2,80000,6,1,3,316,135,180,1,3
11500,16,2,95000,2,1,5,306,126,180,1,3
20000,13,2,61000,7,2,3,419,239,180,1,2
8500,14,1,342835,1,3,3,568,387,180,1,3
14000,8,1,65000,1,3,2,561,380,180,1,1
20000,8,2,52000,5,1,3,725,544,181,1,1
8000,14,1,250000,2,3,2,541,360,181,1,3
8000,14,1,42300,5,3,2,541,360,181,1,3
10000,12,2,50000,2,1,2,430,247,182,1,2
10000,12,2,47500,5,1,2,430,247,182,1,2
11000,11,2,65000,6,1,2,462,280,182,1,2
10800,11,2,59999,7,1,2,457,275,182,1,2
10000,12,2,85000,2,1,3,430,247,182,1,2
10000,12,2,30000,2,1,3,430,247,182,1,2
10000,12,2,90000,2,1,3,683,501,182,1,2
11200,11,2,62000,2,1,3,467,285,182,1,2
10000,12,2,130000,5,1,3,430,247,182,1,2
10000,12,2,160000,1,1,5,430,247,182,1,2
14000,10,1,65000,2,3,3,852,670,182,1,2
10000,12,1,46000,1,3,2,430,247,182,1,2
10000,12,2,30000,2,3,3,430,247,182,1,2
10000,12,2,103000,1,3,5,430,247,182,1,2
10000,16,2,173500,2,3,5,9374,9192,182,1,3
6500,18,1,154000,5,1,3,460,277,183,1,4
14500,8,2,55000,6,1,2,577,394,183,1,1
10500,11,2,34000,2,1,3,447,263,183,1,2
10000,12,2,85000,3,1,3,704,521,183,1,2
5000,23,1,175000,3,2,3,379,196,183,1,5
6500,18,1,38138,1,2,5,460,277,183,1,4
9000,13,1,48000,3,3,2,597,414,183,1,2
9000,13,1,54000,3,3,3,597,414,183,1,2
11000,11,1,43805,3,1,2,708,523,184,1,2
11000,11,1,130000,1,1,2,708,523,184,1,2
15000,11,1,57870,2,1,2,536,352,184,1,2
14400,8,1,85000,2,1,3,895,711,184,1,1
11000,11,1,48000,2,2,3,708,523,184,1,2
16000,8,2,85000,2,2,3,619,435,184,1,1
10450,11,1,30000,1,1,3,677,493,185,1,2
10000,12,1,105000,5,1,3,653,468,185,1,2
10000,12,1,80000,6,1,3,653,468,185,1,2
11400,11,2,165000,7,1,2,476,290,185,1,2
11200,10,2,67500,2,1,3,473,288,185,1,2
11000,11,2,101000,2,1,3,465,280,185,1,2
11000,11,2,68000,2,1,3,465,280,185,1,2
10000,12,1,70000,5,2,3,653,468,185,1,2
10000,12,1,98000,1,2,1,653,468,185,1,2
10000,12,1,100000,7,3,2,653,468,185,1,2
21600,8,1,75000,2,3,3,1963,1778,185,1,1
10475,11,1,66150,5,3,3,679,494,185,1,2
10000,12,1,65000,6,3,3,653,468,185,1,2
12500,14,1,120000,1,1,3,465,279,186,1,3
8500,14,1,80000,4,1,3,875,688,186,1,3
11500,10,1,63751,5,1,3,736,550,186,1,2
10000,12,2,92133,2,1,2,433,247,186,1,2
10000,12,2,160000,2,1,2,433,247,186,1,2
10000,12,2,50000,2,1,2,433,247,186,1,2
10000,12,2,40000,5,1,2,433,247,186,1,2
15000,8,2,100000,1,1,3,594,408,186,1,1
10000,12,2,82000,2,1,3,433,247,186,1,2
10000,12,2,130000,2,1,3,433,247,186,1,2
10000,12,2,50000,3,1,3,433,247,186,1,2
10000,12,2,50000,3,1,3,433,247,186,1,2
10000,12,2,58000,4,1,3,433,247,186,1,2
10000,12,2,36000,2,2,3,433,247,186,1,2
10000,12,2,40000,7,3,2,433,247,186,1,2
10000,12,2,39000,3,3,3,433,247,186,1,2
6000,20,1,65000,2,1,2,436,248,187,1,4
18000,8,2,62000,2,1,3,676,489,187,1,1
10000,16,2,72000,3,1,3,407,220,187,1,3
25000,6,1,120000,3,1,2,820,631,188,1,1
10000,16,1,63000,1,1,3,406,218,188,1,3
20000,14,2,52000,1,1,3,423,235,188,1,3
12000,11,2,56375,2,1,3,493,305,188,1,2
16000,17,2,110000,2,1,3,359,171,188,1,3
25850,8,2,163000,3,1,3,538,350,188,1,1
20000,14,2,49600,2,2,2,446,235,188,1,3
6025,20,1,40000,3,3,3,437,249,188,1,4
10000,16,1,70000,5,3,3,406,218,188,1,3
13800,9,2,54000,3,3,2,557,369,188,1,1
12000,10,2,95000,5,3,2,497,309,188,1,2
12000,10,2,42000,1,3,3,497,309,188,1,2
14000,11,1,85000,1,1,2,855,666,189,1,2
16000,8,1,152000,1,1,5,986,797,189,1,1
16000,8,1,79000,2,1,5,986,797,189,1,1
16200,15,2,250000,1,1,2,372,183,189,1,3
11200,11,2,50000,2,1,3,474,285,189,1,2
12000,13,2,65000,5,1,3,577,388,189,1,2
7500,16,1,50000,2,2,5,518,329,189,1,3
12000,13,2,45000,5,3,2,477,288,189,1,2
10500,12,2,70000,6,3,3,651,462,189,1,2
10200,14,1,40000,1,1,2,649,459,190,1,3
8400,14,1,106000,2,1,3,568,378,190,1,3
15000,8,2,88000,2,1,3,597,408,190,1,1
15000,8,2,72000,2,1,3,597,408,190,1,1
15000,8,2,65000,3,1,3,597,408,190,1,1
12000,11,1,35000,1,3,3,755,566,190,1,2
10000,24,1,30000,1,3,3,381,191,190,1,5
30000,8,2,260000,2,1,5,597,406,191,1,1
5000,24,1,36000,3,2,5,384,193,191,1,5
5000,24,1,55000,2,3,2,384,193,191,1,5
5000,24,1,45000,5,3,3,384,193,191,1,5
15000,8,1,260000,1,1,2,933,741,192,1,1
15000,8,1,92584,2,1,2,933,741,192,1,1
15000,8,1,120000,1,1,3,933,741,192,1,1
15000,8,1,95000,2,1,3,933,741,192,1,1
19000,6,1,150000,1,1,5,1154,962,192,1,1
12000,10,2,70000,4,1,3,500,309,192,1,2
12000,10,2,80000,5,1,3,500,309,192,1,2
15000,8,1,175000,1,2,3,933,741,192,1,1
15000,8,2,130000,6,2,2,701,508,192,1,1
4500,27,1,45000,1,3,3,509,317,192,1,5
15000,8,1,50000,2,3,5,933,741,192,1,1
12000,10,2,57000,5,3,2,500,309,192,1,2
5500,22,1,50000,1,1,2,412,219,193,1,4
15000,8,2,106000,2,1,2,601,408,193,1,1
15000,8,2,45000,1,1,3,601,408,193,1,1
15000,8,2,160000,2,1,3,601,408,193,1,1
10000,13,2,47800,2,1,3,433,240,193,1,2
15000,8,2,95000,3,1,3,601,408,193,1,1
15000,8,2,30000,6,1,5,601,408,193,1,1
15000,8,2,60000,3,3,2,601,408,193,1,1
15000,8,2,63000,3,3,3,601,408,193,1,1
12000,10,1,45000,3,1,3,768,574,194,1,2
12000,10,1,150000,1,1,3,768,574,194,1,2
16000,12,2,111000,5,1,2,391,197,194,1,2
14000,9,2,50000,1,2,3,568,374,194,1,1
12000,10,1,55000,5,3,3,768,574,194,1,2
18000,13,2,143436,2,1,2,409,215,195,1,2
15000,13,2,50000,1,1,3,374,179,195,1,2
20000,11,1,70000,3,2,3,664,469,195,1,2
12000,11,2,200000,3,2,3,501,305,195,1,2
9600,13,1,75000,1,3,2,636,441,195,1,2
12000,10,2,65000,2,3,2,504,309,195,1,2
12000,11,2,36000,3,3,3,543,348,195,1,2
12000,11,2,55250,1,1,3,764,569,196,1,2
22000,10,2,129000,2,1,3,477,282,196,1,2
6000,21,1,35000,5,2,5,441,245,196,1,4
14425,11,1,125000,6,3,5,876,680,196,1,2
20500,8,2,91000,2,3,2,474,278,196,1,1
11000,11,2,44000,2,3,2,471,276,196,1,2
18000,7,1,90000,2,1,2,1101,904,197,1,1
18000,7,1,115000,1,1,5,1101,904,197,1,1
11000,12,2,75000,6,1,2,469,272,197,1,2
16500,11,2,52000,3,1,3,406,209,197,1,2
10000,13,2,52430,4,1,3,437,240,197,1,2
10000,13,2,55000,2,2,3,437,240,197,1,2
10000,13,2,52000,3,2,3,437,240,197,1,2
15000,19,2,90000,5,2,4,349,152,197,1,4
10000,15,1,30000,2,3,5,643,446,197,1,3
11000,12,2,42000,4,3,2,469,272,197,1,2
10000,13,2,165000,5,3,3,437,240,197,1,2
12000,10,2,52000,2,1,2,507,309,198,1,2
16800,10,2,72000,5,1,2,453,255,198,1,2
15000,11,1,120000,2,3,3,550,352,198,1,2
12000,10,2,70000,1,3,2,507,309,198,1,2
12000,11,2,102000,2,3,2,586,387,198,1,2
9375,14,1,48500,2,1,2,626,427,199,1,3
12000,16,1,85000,4,1,5,460,261,199,1,3
12000,11,2,125000,5,1,5,504,305,199,1,2
16000,8,2,72000,7,3,2,634,435,199,1,1
16000,8,2,60000,7,3,2,634,435,199,1,1
12000,11,2,109000,4,3,3,504,305,199,1,2
12000,11,2,65000,6,3,3,504,305,199,1,2
15000,9,2,130000,1,1,2,602,401,200,1,1
15000,8,2,79880,2,1,3,608,408,200,1,1
10800,12,2,50000,2,1,3,468,267,200,1,2
10800,12,2,104000,2,1,3,468,267,200,1,2
12000,14,1,135000,4,3,3,11302,11102,200,1,3
10000,17,2,85000,3,3,3,416,216,200,1,3
40000,6,1,135000,4,1,2,1211,1010,201,1,1
25000,10,1,80000,2,1,3,796,595,201,1,2
10000,13,2,50000,2,1,3,440,240,201,1,2
11000,12,2,36700,1,2,3,473,272,201,1,2
13000,20,1,19000,1,3,3,468,267,201,1,4
12000,14,1,55000,2,3,3,741,540,201,1,3
10000,13,2,65000,2,3,2,440,240,201,1,2
25000,10,2,82000,5,3,2,521,320,201,1,2
13600,13,2,48000,1,3,3,363,162,201,1,2
11200,12,2,44000,1,3,3,478,277,201,1,2
20000,11,1,105000,2,1,2,676,473,202,1,2
9500,14,1,49000,2,1,2,635,433,202,1,3
20000,6,1,60000,3,1,2,1214,1013,202,1,1
16000,13,1,90000,3,1,2,568,366,202,1,2
20000,6,1,200000,1,1,3,1214,1013,202,1,1
20000,6,1,85000,3,1,3,1214,1013,202,1,1
23000,11,1,145000,3,1,3,742,540,202,1,2
8000,16,1,64000,4,1,5,553,351,202,1,3
12000,13,2,113000,2,1,2,490,288,202,1,2
12000,11,2,100000,2,1,2,508,305,202,1,2
16000,8,2,50000,3,1,2,637,435,202,1,1
12000,14,2,72000,4,1,2,485,283,202,1,3
20000,6,1,120000,1,1,2,1214,1013,202,1,1
20000,6,1,75000,1,2,2,1214,1013,202,1,1
20000,6,1,130000,1,3,5,1214,1013,202,1,1
16000,11,2,77000,2,1,3,610,407,203,1,2
18000,8,2,90000,5,1,3,692,489,203,1,1
10000,13,1,70000,1,3,2,663,460,203,1,2
20000,12,2,112000,5,3,2,449,246,203,1,2
10200,12,2,32000,3,3,3,455,252,203,1,2
9600,14,1,97000,2,1,3,641,438,204,1,3
15000,11,2,30000,3,1,2,586,382,204,1,2
10000,13,2,90000,3,1,3,444,240,204,1,2
15000,9,2,60000,3,1,3,605,401,204,1,1
11000,12,2,188000,5,1,3,476,272,204,1,2
11000,12,1,18000,1,3,2,476,272,204,1,2
11000,12,2,38000,2,3,2,476,272,204,1,2
10000,13,2,70000,2,3,2,444,240,204,1,2
10000,13,2,62000,3,3,2,444,240,204,1,2
10000,13,2,115000,3,3,3,444,240,204,1,2
10000,13,2,70000,5,3,5,444,240,204,1,2
16000,8,1,95000,1,1,2,995,790,205,1,1
16000,8,1,42900,5,1,3,995,790,205,1,1
16000,10,2,65000,2,1,3,616,411,205,1,2
15000,12,2,76000,3,3,2,576,371,205,1,2
16000,8,2,65000,1,1,3,641,435,206,1,1
16000,8,2,90000,1,1,3,641,435,206,1,1
10000,14,2,75000,1,1,3,442,236,206,1,3
12000,11,2,65000,2,1,3,511,305,206,1,2
10000,14,2,100000,5,1,3,442,236,206,1,3
16000,15,2,51000,5,1,3,598,393,206,1,3
12000,14,2,39000,5,1,3,482,277,206,1,3
12000,11,2,30996,5,2,2,507,301,206,1,2
25000,7,1,125000,5,3,3,1461,1255,206,1,1
5000,26,1,72000,3,3,5,394,187,206,1,5
10000,14,1,30000,1,3,2,442,236,206,1,3
12000,11,2,33000,1,3,2,507,301,206,1,2
10000,14,2,100639,2,3,3,442,236,206,1,3
15000,9,1,145000,1,1,2,940,734,207,1,1
15000,9,1,57000,2,1,3,940,734,207,1,1
20500,6,1,114500,2,1,3,1245,1038,207,1,1
15000,9,1,185000,5,1,3,940,734,207,1,1
12500,11,2,34000,2,1,3,525,318,207,1,2
13000,10,2,78000,5,1,3,542,334,207,1,2
15000,9,1,25000,4,1,2,940,734,207,1,1
15000,9,1,68000,1,3,2,940,734,207,1,1
15000,9,1,65000,5,3,2,940,734,207,1,1
15000,9,1,50000,4,3,3,940,734,207,1,1
15000,9,1,60000,5,3,3,940,734,207,1,1
12725,11,1,52000,1,3,2,531,324,207,1,2
20000,8,2,86966,2,3,2,751,544,207,1,1
13000,10,2,52000,3,3,3,542,334,207,1,2
19000,7,1,40000,6,1,3,1163,954,208,1,1
10000,13,2,91220,1,1,2,448,240,208,1,2
11200,12,2,67000,2,1,2,485,277,208,1,2
25000,11,2,106000,2,1,3,525,317,208,1,2
10000,13,2,87000,4,1,3,448,240,208,1,2
11600,12,2,70000,5,1,5,495,287,208,1,2
10000,13,2,110000,6,1,5,448,240,208,1,2
7000,19,1,98000,5,2,3,502,294,208,1,4
11200,12,2,45000,5,3,2,485,277,208,1,2
10000,18,2,40000,6,3,2,418,210,208,1,4
10000,13,2,55120,1,3,3,448,240,208,1,2
20000,21,2,90000,2,1,2,20209,20000,209,1,4
12600,15,2,35000,2,1,5,495,286,209,1,3
15000,10,2,37000,5,2,3,595,386,209,1,2
16800,8,2,61000,5,3,3,665,457,209,1,1
10000,14,1,130000,2,1,1,446,236,210,1,3
10000,14,2,60000,3,1,2,446,236,210,1,3
10000,14,2,65000,6,1,2,446,236,210,1,3
10000,14,2,108172,2,1,3,446,236,210,1,3
16000,8,2,55000,3,1,3,16210,16000,210,1,1
10000,14,2,75000,4,1,3,446,236,210,1,3
10000,14,2,56812,6,1,3,446,236,210,1,3
10000,19,2,90000,6,1,5,312,101,210,1,4
10450,13,1,35000,1,3,2,460,251,210,1,2
12000,11,1,60000,1,3,2,510,301,210,1,2
12000,11,1,36000,1,3,2,510,301,210,1,2
12150,12,2,50000,4,3,2,510,301,210,1,2
10000,14,2,52000,5,3,2,446,236,210,1,3
10000,14,2,50000,2,3,3,446,236,210,1,3
10000,14,2,42000,2,3,3,446,236,210,1,3
10400,13,1,56099,2,1,2,689,478,211,1,2
9925,14,1,67880,2,1,3,663,452,211,1,3
13000,11,2,56600,2,1,2,542,331,211,1,2
15000,9,2,54000,1,1,3,613,401,211,1,1
13000,11,2,50000,1,1,3,542,331,211,1,2
18000,8,2,165000,3,2,3,700,489,211,1,1
25300,10,2,55000,2,3,3,534,324,211,1,2
13000,11,2,200000,5,3,3,542,331,211,1,2
10000,14,1,65000,1,1,2,668,456,212,1,3
12000,11,1,120000,1,1,2,778,566,212,1,2
8400,16,1,50000,1,1,2,581,368,212,1,3
10000,14,1,67500,3,1,3,668,456,212,1,3
10000,14,1,125000,5,1,5,668,456,212,1,3
20000,8,2,63728,1,1,3,756,544,212,1,1
11200,12,2,74000,2,1,3,489,277,212,1,2
16000,14,2,70000,2,1,3,396,183,212,1,3
12000,11,1,45000,1,1,2,778,566,212,1,2
18000,8,1,173000,1,1,3,1109,897,213,1,1
11500,12,2,62000,2,1,3,498,285,213,1,2
10000,14,2,50000,2,1,3,450,236,213,1,3
29000,9,2,97000,7,1,3,599,386,213,1,1
18000,8,1,250000,2,3,5,1109,897,213,1,1
10000,14,2,40000,1,3,2,450,236,213,1,3
10000,14,2,105000,3,3,2,450,236,213,1,3
10000,14,2,48000,5,3,2,450,236,213,1,3
12000,11,2,180000,6,3,2,514,301,213,1,2
20000,8,2,69500,2,3,3,756,544,213,1,1
10000,14,2,56000,2,3,3,450,236,213,1,3
10000,14,2,53000,5,3,3,450,236,213,1,3
10000,14,2,45000,4,3,5,450,236,213,1,3
17000,8,2,86000,3,1,2,777,563,214,1,1
16000,9,2,70000,5,1,2,642,428,214,1,1
30000,8,1,200000,1,3,2,959,745,214,1,1
8500,16,1,80000,2,1,3,587,373,215,1,3
8500,16,1,80000,6,1,5,587,373,215,1,3
17000,8,2,60000,2,1,3,677,462,215,1,1
12000,12,2,87000,2,1,3,512,297,215,1,2
12000,12,2,25000,3,1,3,512,297,215,1,2
12000,12,2,69800,5,1,3,512,297,215,1,2
10550,13,2,85000,6,1,3,468,253,215,1,2
12000,12,2,72000,4,1,5,512,297,215,1,2
12000,12,2,44000,5,3,3,512,297,215,1,2
10700,13,2,30000,6,3,3,471,257,215,1,2
20000,8,1,100000,2,1,2,20216,20000,216,1,1
13800,10,2,120000,5,1,2,571,355,216,1,2
11700,12,2,55700,3,1,2,507,289,217,1,2
11000,17,2,86000,4,1,2,335,118,217,1,3
16000,8,2,70000,5,1,3,652,435,217,1,1
20000,8,2,57000,6,1,3,760,544,217,1,1
10000,14,2,120000,2,1,5,453,236,217,1,3
19700,11,2,32000,3,1,5,467,250,217,1,2
10600,18,2,84500,3,1,5,327,110,217,1,4
9600,14,1,92100,3,3,5,649,432,217,1,3
20000,10,2,50000,2,1,2,474,256,218,1,2
16000,17,2,65000,1,1,3,389,171,218,1,3
10400,14,2,90000,3,1,3,464,246,218,1,3
16000,9,2,55000,6,3,3,646,428,218,1,1
20000,7,1,53000,2,1,3,1224,1004,219,1,1
13000,11,2,125000,1,1,2,550,331,219,1,2
17000,8,2,71000,2,1,2,681,462,219,1,1
12000,12,2,103928,2,1,2,516,297,219,1,2
12000,12,2,64000,1,1,3,516,297,219,1,2
12000,12,2,45000,2,1,3,516,297,219,1,2
12000,12,2,104000,6,1,3,516,297,219,1,2
12000,12,2,100000,6,1,3,516,297,219,1,2
12000,12,2,55000,7,1,3,516,297,219,1,2
14000,10,2,55000,2,1,5,579,360,219,1,2
12000,12,2,100000,5,2,2,516,297,219,1,2
12000,12,2,80000,1,3,3,516,297,219,1,2
12000,12,2,35000,1,3,3,516,297,219,1,2
16000,9,1,94000,5,1,2,1003,783,220,1,1
16000,9,1,81300,2,1,3,1003,783,220,1,1
10000,14,2,40000,4,1,3,450,230,220,1,3
10500,14,2,40000,5,2,3,468,248,220,1,3
16000,9,1,106000,7,3,2,1003,783,220,1,1
16000,9,1,43000,5,3,3,1003,783,220,1,1
12000,12,1,100000,2,1,3,783,562,221,1,2
17500,8,2,164000,5,1,3,697,476,221,1,1
12000,12,1,62000,5,2,3,783,562,221,1,2
17500,8,2,100000,1,2,5,697,476,221,1,1
12000,12,1,25000,3,3,2,783,562,221,1,2
12000,12,1,79365,2,3,3,783,562,221,1,2
20000,8,2,63500,5,3,2,1227,1006,221,1,1
22000,6,1,145000,2,1,2,1336,1114,222,1,1
22000,6,1,122000,4,1,2,1336,1114,222,1,1
10400,14,2,69000,4,1,3,468,246,222,1,3
7200,23,1,56000,3,3,3,504,282,222,1,5
17000,8,1,102000,1,1,2,685,462,223,1,1
14000,10,1,68000,1,1,2,583,360,223,1,2
35000,8,2,190000,3,1,2,697,474,223,1,1
12000,12,2,92000,2,1,3,520,297,223,1,2
12025,12,2,32000,3,1,3,521,298,223,1,2
14000,10,2,66000,4,1,3,583,360,223,1,2
12000,12,2,51000,5,1,3,520,297,223,1,2
22000,8,2,100000,1,1,5,821,598,223,1,1
14000,10,2,39000,5,3,2,583,360,223,1,2
12000,12,2,31000,3,3,3,520,297,223,1,2
12000,12,2,139000,2,3,5,520,297,223,1,2
18000,8,2,52000,2,1,3,713,489,224,1,1
12500,12,2,36000,2,1,3,533,309,224,1,2
18000,8,2,150000,3,2,2,713,489,224,1,1
10000,14,2,32000,3,2,2,454,230,224,1,3
10000,14,2,50000,1,2,3,454,230,224,1,3
12500,12,2,34000,1,3,2,533,309,224,1,2
12000,16,2,135000,3,3,2,489,264,224,1,3
13275,11,2,68000,6,3,2,562,338,224,1,2
10000,14,2,32084,3,3,3,454,230,224,1,3
10000,14,2,65000,2,3,4,454,230,224,1,3
17600,8,1,60000,5,1,2,1094,869,225,1,1
18000,8,1,75000,1,1,3,2019,1794,225,1,1
8500,17,1,70200,6,1,3,593,368,225,1,3
29050,10,1,68000,1,1,5,29275,29050,225,1,2
12000,17,2,78000,2,3,3,2411,2186,225,1,3
11200,13,2,51000,6,3,5,493,269,225,1,2
11000,13,2,60000,3,3,5,488,264,225,1,2
10000,14,1,30000,1,1,3,676,450,226,1,3
10000,14,1,143000,6,1,3,676,450,226,1,3
14400,10,2,165000,2,1,2,596,370,226,1,2
13200,11,2,160000,1,1,3,562,336,226,1,2
9600,15,1,60000,2,2,3,654,428,226,1,3
10000,14,1,55000,3,3,2,676,450,226,1,3
10000,14,1,40500,4,3,2,676,450,226,1,3
14400,10,2,201000,1,3,3,596,370,226,1,2
12600,12,2,67000,2,3,3,537,312,226,1,2
14000,10,1,140000,1,1,2,587,360,227,1,2
15000,13,2,80000,2,1,2,406,179,227,1,2
14000,10,2,43000,2,1,3,587,360,227,1,2
36000,8,1,210000,3,1,2,1121,894,227,1,1
10650,14,1,60000,6,2,1,479,252,227,1,3
12000,12,2,90000,5,3,3,524,297,227,1,2
10000,14,2,85000,2,1,2,458,230,228,1,3
10000,14,2,50000,2,1,3,458,230,228,1,3
10000,14,2,64000,2,1,3,458,230,228,1,3
10000,15,2,60000,2,1,3,455,227,228,1,3
10000,15,2,58000,5,1,3,455,227,228,1,3
10000,14,2,180000,6,1,3,458,230,228,1,3
10000,14,2,68000,6,1,3,458,230,228,1,3
10000,15,2,89500,4,1,5,455,227,228,1,3
10000,15,2,46500,1,2,2,455,227,228,1,3
10000,14,2,54000,5,2,3,458,230,228,1,3
10000,14,2,37000,3,2,5,458,230,228,1,3
10000,15,1,50000,1,3,2,455,227,228,1,3
18000,8,2,74000,2,3,3,717,489,228,1,1
10000,14,2,16000,4,3,3,458,230,228,1,3
10000,14,2,50000,5,3,3,458,230,228,1,3
10000,14,2,66931,5,3,3,458,230,228,1,3
10000,15,2,44000,6,3,5,455,227,228,1,3
10000,14,2,45000,1,3,5,458,230,228,1,3
10000,15,2,70000,4,3,5,455,227,228,1,3
12400,12,1,64000,2,1,3,809,580,229,1,2
24000,8,1,338000,5,1,3,820,590,229,1,1
10000,13,2,43000,5,1,5,469,240,229,1,2
11200,13,2,101000,2,1,5,497,269,229,1,2
11200,13,2,125000,5,3,2,11429,11200,229,1,2
16000,12,2,146000,6,3,2,625,396,229,1,2
7025,21,1,45000,1,1,1,516,286,230,1,4
21000,7,1,130000,2,1,3,1285,1055,230,1,1
18500,8,2,55000,1,3,2,733,503,230,1,1
18000,12,2,68000,2,3,3,452,222,230,1,2
11000,14,2,75000,2,1,2,490,260,231,1,3
35000,8,2,210000,2,1,3,705,474,231,1,1
20000,13,2,45000,2,1,3,469,239,231,1,2
14500,10,2,53000,5,3,2,604,373,231,1,2
23000,6,1,103000,2,1,3,1397,1165,232,1,1
8250,18,1,68000,2,1,3,584,352,232,1,4
11750,13,2,67000,2,1,2,513,282,232,1,2
10000,15,2,70000,2,1,2,459,227,232,1,3
18000,8,2,134000,2,1,3,721,489,232,1,1
12500,12,2,75000,2,1,3,541,309,232,1,2
10000,15,2,60000,2,1,3,459,227,232,1,3
10000,15,2,28000,2,1,3,459,227,232,1,3
10000,14,2,40000,3,1,3,462,230,232,1,3
10000,14,2,115000,4,1,3,462,230,232,1,3
10000,15,2,62000,6,1,3,459,227,232,1,3
10000,15,1,41000,1,3,2,459,227,232,1,3
10000,14,2,43160,3,3,2,462,230,232,1,3
10000,14,2,55000,5,3,3,462,230,232,1,3
8800,17,1,21000,1,1,3,614,381,233,1,3
24000,9,2,72000,6,1,2,875,642,233,1,1
20000,16,2,83000,2,1,3,452,219,233,1,3
25000,8,2,75000,3,1,3,572,339,233,1,1
19000,11,2,55000,3,1,3,470,237,233,1,2
22000,8,2,135000,3,1,3,831,598,233,1,1
13000,12,2,26000,4,1,3,554,322,233,1,2
12000,14,2,70000,2,2,3,517,283,233,1,3
11000,15,2,45000,4,3,3,482,250,233,1,3
21000,8,2,65000,5,3,3,21233,21000,233,1,1
13000,12,2,60000,6,3,3,554,322,233,1,2
22000,10,1,58000,2,3,3,757,524,234,1,2
7500,20,1,60000,3,3,3,544,310,234,1,4
14400,11,2,75000,6,3,5,601,367,234,1,2
15000,10,2,46800,6,1,2,621,386,235,1,2
15000,10,2,100000,1,1,3,621,386,235,1,2
13000,11,2,54000,3,1,3,561,326,235,1,2
12000,12,2,51000,4,1,3,531,297,235,1,2
10000,15,1,95000,1,2,5,681,446,235,1,3
16000,8,2,93000,1,2,2,670,435,235,1,1
10000,15,2,25000,1,2,3,564,329,235,1,3
10000,15,1,55000,2,3,2,681,446,235,1,3
10000,15,1,40000,3,3,3,681,446,235,1,3
15000,21,1,47000,1,3,5,538,303,235,1,4
17000,9,2,57590,6,3,3,690,455,235,1,1
25000,14,2,58000,6,3,3,25235,25000,235,1,3
20000,8,1,161000,2,1,3,1233,996,236,1,1
20000,8,1,81000,2,1,3,1233,996,236,1,1
19000,8,2,65000,2,1,3,752,516,236,1,1
12700,12,2,60000,2,1,3,550,314,236,1,2
10000,15,2,24000,2,1,3,464,227,236,1,3
10000,15,2,72349,2,1,3,464,227,236,1,3
12000,13,2,70000,3,1,3,524,288,236,1,2
18000,8,2,150000,6,1,3,725,489,236,1,1
10000,15,2,18000,3,2,5,464,227,236,1,3
20000,8,1,35000,3,3,3,1233,996,236,1,1
20000,8,1,75000,5,3,3,1233,996,236,1,1
10000,15,2,36000,1,3,2,464,227,236,1,3
10000,15,2,65000,3,3,2,464,227,236,1,3
12000,13,2,55000,1,3,3,524,288,236,1,2
14000,11,2,78000,3,3,3,592,356,236,1,2
10000,15,2,35000,5,3,3,464,227,236,1,3
10000,15,2,50000,1,1,3,464,227,237,1,3
16000,9,2,65000,2,1,3,665,428,237,1,1
13000,12,2,50000,5,1,3,559,322,237,1,2
15000,14,1,72000,1,3,2,413,176,237,1,3
13000,12,2,48000,5,3,3,559,322,237,1,2
10500,14,1,51500,2,3,3,710,472,238,1,3
15000,10,2,115000,2,1,2,625,386,239,1,2
22000,15,2,90000,1,1,3,22229,21991,239,1,3
26000,12,2,150000,2,1,3,559,320,239,1,2
15000,10,2,65000,2,1,3,625,386,239,1,2
15000,10,2,150000,2,1,5,625,386,239,1,2
15000,10,2,50000,2,3,2,625,386,239,1,2
15000,10,2,25000,1,3,3,625,386,239,1,2
20000,11,2,50000,1,3,3,488,249,239,1,2
14500,11,1,75000,4,1,1,609,369,240,1,2
18000,8,2,90500,2,1,3,729,489,240,1,1
19000,8,2,80000,2,1,3,757,516,240,1,1
14350,14,2,48000,3,1,3,571,331,240,1,3
14000,11,2,52000,5,1,3,597,356,240,1,2
14500,11,2,129700,1,2,3,609,369,240,1,2
12000,16,1,47308,5,3,2,766,526,240,1,3
16000,15,2,60000,6,3,3,421,181,240,1,3
10000,23,1,130000,2,1,3,435,194,241,1,5
